XREF_HIERARCHY_KEY,FK_REPORT_KEY,HIERARCHY_GROUP_NAME,LEVEL_1_SORT,LEVEL_1,LEVEL_2_SORT,LEVEL_2,LEVEL_3_SORT,LEVEL_3,LEVEL_4_SORT,LEVEL_4,LEVEL_5_SORT,LEVEL_5,LEVEL_6_SORT,LEVEL_6,LEVEL_7_SORT,LEVEL_7,LEVEL_8_SORT,LEVEL_8,LEVEL_9_SORT,LEVEL_9,ID_NAME,ID,ID_SOURCE,ID_TABLE,ID_SCHEMA,ID_DATABASE,GROUP_FILTER_PRECEDENCE,DO_NOT_EXPAND_FLAG,IS_SECURED_FLAG,SPLIT_ACTIVE_FLAG,EXCLUSION_FLAG,CALCULATION_FLAG,ACTIVE_FLAG,VOLUME_FLAG,ID_UNPIVOT_FLAG,ID_ROW_FLAG,REMOVE_FROM_TOTALS,FILTER_GROUP_1,FILTER_GROUP_2,FILTER_GROUP_3,FILTER_GROUP_4,FORMULA_GROUP,SIGN_CHANGE_FLAG,FORMULA_PRECEDENCE,FORMULA_PARAM_REF,ARITHMETIC_LOGIC,FORMULA_REF_SOURCE,FORMULA_REF_TABLE,FORMULA_PARAM2_CONST_NUMBER,CREATE_NEW_COLUMN
58,30,Midstream Operating Statement,1,Midstream,50,Operating Expense,57,Chemicals,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE275,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringChemicalsVariable,,,Total Recurring,false,,,,,,,false
59,31,Midstream Operating Statement,1,Midstream,50,Operating Expense,58,Compression,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE555,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringCompressionFixed,,,Total Recurring,false,,,,,,,false
60,32,Midstream Operating Statement,1,Midstream,50,Operating Expense,59,Environmental,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE340,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEnvironmentalFixed,,,Total Recurring,false,,,,,,,false
61,32,Midstream Operating Statement,1,Midstream,50,Operating Expense,59,Environmental,132,Recurring,20000,Fixed,0,,0,,0,,0,,,PRE340,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEnvironmentalFixed,,,Total Recurring,false,,,,,,,false
62,34,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE305,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentFixed,,,Total Recurring,false,,,,,,,false
63,33,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE110,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentVariable,,,Total Recurring,false,,,,,,,false
64,34,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE310,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentFixed,,,Total Recurring,false,,,,,,,false
65,33,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE550,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentVariable,,,Total Recurring,false,,,,,,,false
66,33,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE560,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentVariable,,,Total Recurring,false,,,,,,,false
67,33,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE565,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentVariable,,,Total Recurring,false,,,,,,,false
68,33,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE570,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentVariable,,,Total Recurring,false,,,,,,,false
69,33,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE590,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentVariable,,,Total Recurring,false,,,,,,,false
70,33,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,10000,Variable,0,,0,,0,,0,,,PRE115,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentVariable,,,Total Recurring,false,,,,,,,false
71,33,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,10000,Variable,0,,0,,0,,0,,,PRE305,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentVariable,,,Total Recurring,false,,,,,,,false
72,34,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,20000,Fixed,0,,0,,0,,0,,,PRE555,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentFixed,,,Total Recurring,false,,,,,,,false
73,34,Midstream Operating Statement,1,Midstream,50,Operating Expense,60,Equipment,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE115,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringEquipmentFixed,,,Total Recurring,false,,,,,,,false
74,35,Midstream Operating Statement,1,Midstream,50,Operating Expense,61,Labor,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE100,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringLaborFixed,,,Total Recurring,false,,,,,,,false
75,35,Midstream Operating Statement,1,Midstream,50,Operating Expense,61,Labor,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE105,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringLaborFixed,,,Total Recurring,false,,,,,,,false
76,36,Midstream Operating Statement,1,Midstream,50,Operating Expense,61,Labor,132,Recurring,10000,Variable,0,,0,,0,,0,,,PRE105,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringLaborVariable,,,Total Recurring,false,,,,,,,false
77,36,Midstream Operating Statement,1,Midstream,50,Operating Expense,61,Labor,132,Recurring,10000,Variable,0,,0,,0,,0,,,PRE100,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringLaborVariable,,,Total Recurring,false,,,,,,,false
78,35,Midstream Operating Statement,1,Midstream,50,Operating Expense,61,Labor,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE330,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringLaborFixed,,,Total Recurring,false,,,,,,,false
79,35,Midstream Operating Statement,1,Midstream,50,Operating Expense,61,Labor,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE345,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringLaborFixed,,,Total Recurring,false,,,,,,,false
80,37,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE425,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscFixed,,,Total Recurring,false,,,,,,,false
81,38,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE375,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscVariable,,,Total Recurring,false,,,,,,,false
82,37,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE350,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscFixed,,,Total Recurring,false,,,,,,,false
83,37,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE335,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscFixed,,,Total Recurring,false,,,,,,,false
84,38,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE325,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscVariable,,,Total Recurring,false,,,,,,,false
85,38,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE410,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscVariable,,,Total Recurring,false,,,,,,,false
86,37,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE320,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscFixed,,,Total Recurring,false,,,,,,,false
87,37,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE315,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscFixed,,,Total Recurring,false,,,,,,,false
88,37,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE700,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscFixed,,,Total Recurring,false,,,,,,,false
89,37,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE760,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscFixed,,,Total Recurring,false,,,,,,,false
90,37,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,20000,Fixed,0,,0,,0,,0,,,PRE760,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscFixed,,,Total Recurring,false,,,,,,,false
91,40,Midstream Operating Statement,1,Midstream,50,Operating Expense,63,Repair,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE304,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringRepairFixed,,,Total Recurring,false,,,,,,,false
92,39,Midstream Operating Statement,1,Midstream,50,Operating Expense,63,Repair,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE295,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringRepairVariable,,,Total Recurring,false,,,,,,,false
93,40,Midstream Operating Statement,1,Midstream,50,Operating Expense,63,Repair,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE300,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringRepairFixed,,,Total Recurring,false,,,,,,,false
94,40,Midstream Operating Statement,1,Midstream,50,Operating Expense,63,Repair,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE420,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringRepairFixed,,,Total Recurring,false,,,,,,,false
95,39,Midstream Operating Statement,1,Midstream,50,Operating Expense,63,Repair,132,Recurring,10000,Variable,0,,0,,0,,0,,,PRE300,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringRepairVariable,,,Total Recurring,false,,,,,,,false
96,41,Midstream Operating Statement,1,Midstream,50,Operating Expense,64,Taxes,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE750,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringTaxesFixed,,,Total Recurring,false,,,,,,,false
97,41,Midstream Operating Statement,1,Midstream,50,Operating Expense,64,Taxes,132,Recurring,20000,Fixed,0,,0,,0,,0,,,MOE755,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringTaxesFixed,,,Total Recurring,false,,,,,,,false
98,42,Midstream Operating Statement,1,Midstream,50,Operating Expense,65,MOX,133,Non-Recurring,,,0,,0,,0,,0,,,MOX,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Non-Recurring,Non-RecurringMOX,,,Total Non-Recurring,false,,,,,,,false
99,45,Midstream Operating Statement,1,Midstream,52,Third Party Service Fees,77,Third Party Gathering & Processing Expense,132,Midstream Fees Paid - Treating,,,0,,0,,0,,0,,,650-130,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Midstream Fees Paid,Third Party Gathering & Processing ExpenseMidstream Fees Paid - Treating,,,Total Third Party Service Fees,false,,,,,,,false
100,45,Midstream Operating Statement,1,Midstream,52,Third Party Service Fees,77,Third Party Gathering & Processing Expense,132,Midstream Fees Paid - Treating,,,0,,0,,0,,0,,,650-120,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Midstream Fees Paid,Third Party Gathering & Processing ExpenseMidstream Fees Paid - Treating,,,Total Third Party Service Fees,false,,,,,,,false
101,46,Midstream Operating Statement,1,Midstream,52,Third Party Service Fees,77,Third Party Gathering & Processing Expense,133,Midstream Fees Paid - Misc Gathering Fees,,,0,,0,,0,,0,,,650-199,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Midstream Fees Paid,Third Party Gathering & Processing ExpenseMidstream Fees Paid - Misc Gathering Fees,,,Total Third Party Service Fees,false,,,,,,,false
102,47,Midstream Operating Statement,1,Midstream,52,Third Party Service Fees,77,Third Party Gathering & Processing Expense,134,Midstream Fees Paid - Accrual,,,0,,0,,0,,0,,,650-990,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Midstream Fees Paid,Third Party Gathering & Processing ExpenseMidstream Fees Paid - Accrual,,,Total Third Party Service Fees,false,,,,,,,false
104,49,Midstream Operating Statement,1,Midstream,52,Third Party Service Fees,77,Third Party Gathering & Processing Expense,136,Midstream Fees Paid - Gathering,,,0,,0,,0,,0,,,650-110,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Midstream Fees Paid,Third Party Gathering & Processing ExpenseMidstream Fees Paid - Gathering,,,Total Third Party Service Fees,false,,,,,,,false
105,50,Midstream Operating Statement,1,Midstream,52,Third Party Service Fees,77,Third Party Downstream Svc Expense,137,Third Party Downstream Svc Expense,,,0,,0,,0,,0,,,,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Midstream Fees Paid,Third Party Downstream Svc ExpenseThird Party Downstream Svc Expense,,,Total Third Party Service Fees,false,,,,,,,false
106,66,Midstream Operating Statement,1,Midstream,100,Capital Expenditures,110,Midstream CAPEX,153,Midstream facility costs,,,0,,0,,0,,0,,,MFC,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Capital Spend,Midstream CAPEXMidstream facility costs,,,Total Capital Spend,false,,,,,,,false
107,66,Midstream Operating Statement,1,Midstream,100,Capital Expenditures,110,Midstream CAPEX,153,Midstream facility costs,,,0,,0,,0,,0,,,240-990,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,true,false,true,false,false,true,false,Capital Spend,Midstream CAPEXMidstream facility costs,,,Total Capital Spend,false,,,,,,,false
108,67,Midstream Operating Statement,1,Midstream,100,Capital Expenditures,110,Midstream CAPEX,154,Midstream facility costs accrual,,,0,,0,,0,,0,,,240-990,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Capital Spend,Midstream CAPEXMidstream facility costs accrual,,,Total Capital Spend,false,,,,,,,false
109,68,Midstream Operating Statement,1,Midstream,100,Capital Expenditures,110,Midstream CAPEX,155,Accrued CAPEX,,,0,,0,,0,,0,,,220-990,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Capital Spend,Midstream CAPEXAccrued CAPEX,,,Total Capital Spend,false,,,,,,,false
110,68,Midstream Operating Statement,1,Midstream,100,Capital Expenditures,110,Midstream CAPEX,155,Accrued CAPEX,,,0,,0,,0,,0,,,205-190,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Capital Spend,Midstream CAPEXAccrued CAPEX,,,Total Capital Spend,false,,,,,,,false
111,70,Midstream Operating Statement,1,Midstream,8,Cost of Gas,3,Transportation Expense,122,Transportation Expense,0,,0,,0,,0,,0,,,668-199,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Cost of Gas,Cost of Gas PurchasedCost of Gas PurchasedTransportation Expense,,,Total Cost of Gas,false,,,,,,,false
112,70,Midstream Operating Statement,1,Midstream,8,Cost of Gas,3,Transportation Expense,122,Transportation Expense Accrual,0,,0,,0,,0,,0,,,668-990,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Cost of Gas,Cost of Gas PurchasedCost of Gas PurchasedTransportation Expense Accrual,,,Total Cost of Gas,false,,,,,,,false
113,37,Midstream Operating Statement,1,Midstream,50,Operating Expense,62,Misc,132,Recurring,20000,Fixed,0,,0,,0,,0,,,665-110|N/A,ACCOUNT_CODE_BILLING_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringMiscFixed,,,Total Recurring,false,,,,,,,false
114,71,Midstream Operating Statement,1,Midstream,50,Operating Expense,66,Accruals,120,Recurring,20000,Fixed,0,,0,,0,,0,,,665-990|N/A,ACCOUNT_CODE_BILLING_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringAccrualsFixed,,,Total Recurring,false,,,,,,,false
116,72,Midstream Operating Statement,1,Midstream,50,Operating Expense,66,Accruals,125,Non-Recurring,20000,Fixed,0,,0,,0,,0,,,666-990|N/A,ACCOUNT_CODE_BILLING_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,NonRecurringAccrualsFixed,,,Total Recurring,false,,,,,,,false
117,72,Midstream Operating Statement,1,Midstream,50,Operating Expense,66,Accruals,120,Recurring,20000,Fixed,0,,0,,0,,0,,,640-990|N/A,ACCOUNT_CODE_BILLING_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringAccrualsFixed,,,Total Recurring,false,,,,,,,false
118,30,Midstream Operating Statement,1,Midstream,50,Operating Expense,57,Chemicals,132,Recurring,10000,Variable,0,,0,,0,,0,,,MOE240,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Recurring,RecurringChemicalsVariable,,,Total Recurring,false,,,,,,,false
