XREF_HIERARCHY_KEY,HIERARCHY_GROUP_NAME,LEVEL_1_SORT,LEVEL_1,LEVEL_2_SORT,LEVEL_2,LEVEL_3_SORT,LEVEL_3,LEVEL_4_SORT,LEVEL_4,LEVEL_5_SORT,LEVEL_5,LEVEL_6_SORT,LEVEL_6,LEVEL_7_SORT,LEVEL_7,LEVEL_8_SORT,LEVEL_8,LEVEL_9_SORT,LEVEL_9,DO_NOT_EXPAND_FLAG,IS_SECURED_FLAG,SPLIT_ACTIVE_FLAG,EXCLUSION_FLAG,CALCULATION_FLAG,ACTIVE_FLAG,VOLUME_FLAG,ID_UNPIVOT_FLAG,ID_ROW_FLAG,REMOVE_FROM_TOTALS,FILTER_GROUP_1,FILTER_GROUP_2,FILTER_GROUP_3,FILTER_GROUP_4,FORMULA_GROUP,SIGN_CHANGE_FLAG,FORMULA_PRECEDENCE,FORMULA_PARAM_REF,ARITHMETIC_LOGIC,FORMULA_PARAM2_CONST_NUMBER,CREATE_NEW_COLUMN
60,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,39,Logging,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringLoggingOperated,,,Total Operating Expense,false,,,,,false
61,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,40,Meters,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringMetersOperated,,,Total Operating Expense,false,,,,,false
62,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,41,Minimum Royalty,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringMinimum RoyaltyOperated,,,Total Operating Expense,false,,,,,false
63,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,42,Miscellaneous,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringMiscellaneousOperated,,,Total Operating Expense,false,,,,,false
64,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,43,Mob/Demob,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringMob/DemobOperated,,,Total Operating Expense,false,,,,,false
34,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,12,Ad Valorem Taxes,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringAd Valorem TaxesOperated,,,Total Operating Expense,false,,,,,false
65,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,12,Ad Valorem Taxes,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringAd Valorem TaxesNon Operated,,,Total Operating Expense,false,,,,,false
66,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,16,Chemicals,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringChemicalsNon Operated,,,Total Operating Expense,false,,,,,false
67,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,26,Equipment Expense,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringEquipment ExpenseNon Operated,,,Total Operating Expense,false,,,,,false
68,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,19,Labor,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringLaborNon Operated,,,Total Operating Expense,false,,,,,false
69,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,23,Disposal,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringDisposalNon Operated,,,Total Operating Expense,false,,,,,false
70,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,27,Facility Expense,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringFacility ExpenseNon Operated,,,Total Operating Expense,false,,,,,false
71,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,28,Repair,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringRepairNon Operated,,,Total Operating Expense,false,,,,,false
72,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,45,COPAS,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringCOPASNon Operated,,,Total Operating Expense,false,,,,,false
73,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,46,Other LOE,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOther LOENon Operated,,,Total Operating Expense,false,,,,,false
74,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,47,Oilfield,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOilfieldNon Operated,,,Total Operating Expense,false,,,,,false
75,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,48,Operated,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedNon Operated,,,Total Operating Expense,false,,,,,false
76,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,49,Other LOE,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOther LOENon Operated,,,Total Operating Expense,false,,,,,false
77,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,50,Perforating,3000,Non Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringPerforatingNon Operated,,,Total Operating Expense,false,,,,,false
78,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,51,Pipe,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringPipeOperated,,,Total Operating Expense,false,,,,,false
79,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,52,Pipeline,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringPipelineOperated,,,Total Operating Expense,false,,,,,false
80,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,53,Processing,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringProcessingOperated,,,Total Operating Expense,false,,,,,false
81,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,54,Regulatory,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringRegulatoryOperated,,,Total Operating Expense,false,,,,,false
82,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,28,Repair,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringRepairOperated,,,Total Operating Expense,false,,,,,false
83,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,55,Sales and Use Tax on Gas Used,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringSales and Use Tax on Gas UsedOperated,,,Total Operating Expense,false,,,,,false
84,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,56,Shut-In Expense,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringShut-In ExpenseOperated,,,Total Operating Expense,false,,,,,false
85,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,57,Slickline,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringSlicklineOperated,,,Total Operating Expense,false,,,,,false
86,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,58,Stimulation,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringStimulationOperated,,,Total Operating Expense,false,,,,,false
87,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,59,Subsurface,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringSubsurfaceOperated,,,Total Operating Expense,false,,,,,false
88,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,60,Supervision,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringSupervisionOperated,,,Total Operating Expense,false,,,,,false
89,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,61,Supplies,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringSuppliesOperated,,,Total Operating Expense,false,,,,,false
90,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,62,Surface,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringSurfaceOperated,,,Total Operating Expense,false,,,,,false
91,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,63,Survey,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringSurveyOperated,,,Total Operating Expense,false,,,,,false
92,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,64,Swabbing,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringSwabbingOperated,,,Total Operating Expense,false,,,,,false
93,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,65,Trucking,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringTruckingOperated,,,Total Operating Expense,false,,,,,false
94,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,66,Tubing,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringTubingOperated,,,Total Operating Expense,false,,,,,false
95,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,67,Vehicle,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringVehicleOperated,,,Total Operating Expense,false,,,,,false
96,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,68,Wellhead,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringWellheadOperated,,,Total Operating Expense,false,,,,,false
97,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,69,Right of use asset credit,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringRight of use asset creditOperated,,,Total Operating Expense,false,,,,,false
98,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,70,Accruals,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringAccrualsOperated,,,Total Operating Expense,false,,,,,false
99,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,45,COPAS,1000,Operated,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringCOPASOperated,,,Total Operating Expense,false,,,,,false
110,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4510,Total Operating Income,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total Revenue,Add,,false
128,Lease Operating Statement,1,Upstream,25,Total Capital Spend,61,Total Capital Spend,9810,Total Capital Spend,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Capital Spend,Total Capital SpendTotal Capital SpendTotal Capital Spend,,,Total Capital Spend,false,1,Total Capital Spend,Sum,,false
129,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Revenue,Add,,false
32,Lease Operating Statement,1,Upstream,11,Gross Profit,26,Gross Profit,26,Gross Profit,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Gross ProfitGross Profit,Gross ProfitGross Profit,,,Gross Profit,false,3,Total Taxes,SUBTRACT,,false
33,Lease Operating Statement,1,Upstream,11,Gross Profit,26,Gross Profit,26,Gross Profit,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Gross ProfitGross Profit,Gross ProfitGross Profit,,,Gross Profit,false,3,Total Deducts,SUBTRACT,,false
111,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4510,Total Operating Income,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total Taxes,SUBTRACT,,false
112,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4510,Total Operating Income,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total Deducts,SUBTRACT,,false
130,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Taxes,SUBTRACT,,false
131,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Deducts,SUBTRACT,,false
113,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4510,Total Operating Income,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total Operating Expense,SUBTRACT,,false
132,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Operating Expense,SUBTRACT,,false
101,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7010,P&A ARO Settled Liabilities,999,N/A,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringP&A ARO Settled Liabilities,,,Total Operating Expense,false,,,,,false
102,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7110,MOX,999,N/A,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringMOX,,,Total Operating Expense,false,,,,,false
103,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7210,WOX Expense,999,N/A,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringWOX Expense,,,Total Operating Expense,false,,,,,false
104,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7310,PAC Expense,999,N/A,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringPAC Expense,,,Total Operating Expense,false,,,,,false
105,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7410,NonRecurring Accrual,999,N/A,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringNonRecurring Accrual,,,Total Operating Expense,false,,,,,false
106,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7510,MOX Accrual,999,N/A,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringMOX Accrual,,,Total Operating Expense,false,,,,,false
100,Lease Operating Statement,1,Upstream,13,Total LOE Recurring,35,Total LOE Recurring,7610,Total LOE Recurring,999,N/A,0,,0,,0,,0,,false,false,false,false,true,false,false,false,false,false,Operating Expense,Total LOE RecurringTotal LOE RecurringTotal LOE Recurring,,,Total Operating Expense,false,1,Total Operating Expense,Sum,,false
107,Lease Operating Statement,1,Upstream,14,Total LOE Non Recurring,41,Total LOE Non Recurring,7610,Total LOE Non Recurring,999,N/A,0,,0,,0,,0,,false,false,false,false,true,false,false,false,false,false,Operating Expense,Total LOE Non RecurringTotal LOE Non RecurringTotal LOE Non Recurring,,,Total Operating Expense,false,1,Total LOE Non Recurring,Sum,,false
108,Lease Operating Statement,1,Upstream,15,Total Lease Operating Expense,42,Total Lease Operating Expense,4010,Total Lease Operating Expense,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Operating Expense,Total Lease Opearting ExpenseTotal Lease Opearting ExpenseTotal Lease Opearting Expense,,,Total Operating Expense,false,1,Total Operating Expense,Sum,,false
109,Lease Operating Statement,1,Upstream,15,Total Lease Operating Expense,42,Total Lease Operating Expense,4010,Total Lease Operating Expense,999,N/A,0,,0,,0,,0,,false,false,false,false,true,false,false,false,false,false,Operating Expense,Total Lease Opearting ExpenseTotal Lease Opearting ExpenseTotal Lease Opearting Expense,,,Total Operating Expense,false,1,Total Operating Expense,Sum,,false
114,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4510,Total Operating Income,999,N/A,0,,0,,0,,0,,false,false,false,false,true,false,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total LOE Non Recurring,SUBTRACT,,false
133,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,999,N/A,0,,0,,0,,0,,false,false,false,false,true,false,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total LOE Non Recurring,SUBTRACT,,false
134,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,999,N/A,0,,0,,0,,0,,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Capital Spend,SUBTRACT,,false
201,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7311,Lease Expense,999,N/A,0,,0,,0,,0,,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringPAC Expense,,,Total Operating Expense,false,,,,,false
